Correct Response,Size (deg),Eccentricity (deg),Reaction Time (ms),Target
1,8,-8,1099.76449999923,2
1,6,24,521.258899996988,3
1,8,24,378.928900009138,3
1,4,-24,639.24109999463,2
1,4,0,462.854800000438,2
1,4,-24,642.885400008177,3
1,6,-24,1085.8837999953,2
1,6,0,1127.75739999453,2
1,8,-16,589.620200011646,2
0,4,16,-109,1
1,6,-24,619.183700004593,3
1,6,8,783.787400007364,1
1,8,-0,833.072400008328,1
1,6,16,606.399599997909,1
1,4,8,561.920699994895,1
1,8,-24,628.956099997973,3
1,8,8,840.151700013317,2
1,4,24,788.911099993507,1
0,8,-0,-109,3
1,4,-0,662.256899999571,1
1,6,-8,746.142999993404,3
0,4,24,-109,2
1,8,16,665.292400004924,3
1,8,24,695.673899998306,1
1,8,-0,813.799699997995,3
1,6,-8,643.075200012769,1
1,8,16,543.62249999796,1
1,8,-8,515.013599997852,1
1,6,-16,632.876699990826,2
1,8,16,841.704600007157,2
1,4,-0,754.028599997051,3
1,6,24,889.648599997978,3
1,8,16,502.023899997235,3
1,6,-8,595.505999994581,2
1,4,24,659.166900001233,1
1,6,-24,499.59979999077,1
1,4,-0,1134.30129999726,2
1,6,16,615.514100002125,1
1,4,-8,530.550200008671,3
1,6,16,500.766299996409,3
1,6,24,759.628400014131,1
1,4,-8,895.172500004643,2
1,6,8,567.700800002436,2
0,8,24,-109,2
1,8,-16,620.927099993802,3
1,4,0,560.909400006873,2
1,8,0,715.164800011204,3
1,4,8,616.659500007168,2
1,4,-8,434.192299999646,1
1,8,-0,533.659800010733,2
1,4,16,698.598500003223,2
1,6,8,454.265500008129,2
1,6,-16,673.264800000121,3
1,4,8,622.857899998431,2
1,6,0,630.935899997363,3
1,8,-24,557.005599996424,3
1,4,-16,642.51439999172,3
0,6,-0,-109,3
1,4,8,749.108500004164,2
1,8,8,558.834499996388,2
1,4,16,517.632600004086,2
1,4,0,660.486399993184,3
1,4,-0,514.992499997257,2
1,8,8,777.596199998166,1
1,4,8,963.925299988128,3
1,8,-24,823.635200006189,1
1,4,-8,707.380600008415,1
1,8,-8,809.414700005087,3
1,8,0,481.938699999242,2
1,6,-16,546.009300011443,1
1,4,0,543.72470000491,3
1,4,-24,774.675699995365,2
1,4,-16,597.362800003262,2
1,6,16,666.493000008282,2
1,4,-16,492.911300007487,2
1,6,-0,517.871999993455,2
1,6,24,689.414799995953,2
1,4,16,575.504200005904,3
1,4,-16,680.489399990998,1
1,6,-16,752.108500001137,1
1,8,-8,788.04549999442,3
0,8,16,-109,1
1,8,24,818.818800002569,3
1,6,8,637.116499998607,1
1,4,0,725.931400007918,1
1,8,-24,627.9611000031,1
1,8,24,1019.24560000445,2
1,4,24,564.299999994924,2
1,6,-24,810.985000000452,3
1,6,-24,587.408200004953,3
1,4,-8,856.243600003305,2
1,6,0,489.62570000405,1
1,6,-16,1178.6333000022,3
1,4,24,685.003100003465,3
1,8,-0,618.277099998901,3
1,6,8,463.139800002333,3
1,8,-16,674.22979999939,2
1,6,-0,750.794499992859,3
1,4,-24,691.740899998345,3
1,6,0,338.955199997523,3
1,6,-0,621.216500000097,1
1,8,-16,1140.62389998836,3
1,4,-16,786.255900002667,1
1,8,0,885.059699994978,3
1,6,-8,712.392400001059,1
1,8,8,652.101899988716,2
1,4,-0,704.187100007781,1
1,6,24,928.554700000328,3
1,6,16,667.934800000163,3
1,8,0,643.458200004185,2
1,8,-16,813.918800002662,1
1,6,-0,626.023100001854,2
1,8,-8,518.424000005703,3
1,6,0,625.121999994386,3
1,6,-8,720.653699998744,1
1,8,-24,713.278500010725,3
1,4,-24,605.486600001692,3
1,8,0,714.556400006055,1
1,4,16,855.823300004355,3
1,8,8,432.191099997377,3
1,4,16,678.983699992765,1
1,8,-0,642.010399995721,3
1,4,24,630.188000006834,2
1,8,24,1359.60959999321,2
1,6,-0,443.796899995883,3
1,8,16,747.158900001901,1
