Correct Response,Size (deg),Eccentricity (deg),Reaction Time (ms),Target
1,8,0,758.523599998094,2
1,6,-0,691.768400004017,1
1,6,7,676.012599997572,3
1,4,-21,937.446199994534,3
0,4,-0,-109,3
1,6,-21,611.360999999684,3
1,4,-7,616.202999994508,3
1,6,-14,1239.51650000201,2
1,6,-14,621.624600008014,3
1,8,-0,1399.65459999477,1
0,6,-0,-109,3
1,8,21,794.99969999271,2
1,8,-0,1052.14089998882,1
1,8,-7,629.187099996139,1
1,6,7,618.57350000029,1
1,4,14,1144.59079999907,3
1,4,-0,713.594500001287,3
1,8,-21,681.471800006344,2
1,4,-0,573.645000008051,3
0,4,-14,-109,1
0,6,14,-109,2
1,4,-14,673.786299998406,3
1,4,-21,1099.389300009,3
1,8,21,773.517900012317,1
1,6,-7,1292.70640000724,3
1,4,-7,890.216800002614,3
1,8,7,888.197700009565,3
1,4,14,1365.11660000216,3
1,6,21,1172.29909999552,2
1,6,0,385.950399996014,2
1,8,-21,681.560800000094,3
1,4,0,413.717799991369,2
1,4,-14,428.919900001725,1
1,8,7,545.984400011017,1
1,8,0,1421.80400000908,2
1,6,0,378.550000005285,2
1,6,14,487.7304000078,1
1,6,-7,703.126099990564,3
1,6,14,534.998200001079,1
1,6,-14,631.236700003152,2
0,4,0,-109,2
1,8,21,579.203600002453,1
1,8,-14,678.772799987579,2
1,4,7,825.359000006225,3
0,8,-14,-109,3
1,8,21,694.550600001472,3
1,8,14,376.528899997007,3
1,6,0,522.47459999891,2
1,8,-7,705.628899999661,3
1,6,-14,872.073400005698,2
1,8,-21,385.566399996984,1
1,8,7,381.815900004236,1
1,8,-7,755.184300007764,2
1,4,-0,566.470699992729,1
1,6,-21,559.158500004211,2
1,6,7,637.965600003023,3
1,4,21,653.87270001194,2
1,6,7,704.539099995978,3
1,6,-21,573.118699987768,2
1,4,21,603.089700013166,1
1,4,-21,553.335399989388,1
1,6,21,815.30030000105,2
1,8,0,465.504599993816,1
1,4,-7,683.313300000387,1
0,8,7,-109,3
1,8,14,435.732800000929,1
1,6,-0,565.224800008233,1
1,4,7,993.222400004393,2
1,6,21,541.261799994041,1
1,4,-21,811.319899989408,2
0,8,-0,-109,3
1,8,21,675.330499998759,3
1,6,0,729.776799995685,2
0,4,-14,-109,3
1,6,7,551.051899991231,1
1,4,-7,1162.82379999431,3
1,8,-0,474.965899990289,2
1,6,-0,734.024000001606,1
1,4,21,828.378600006923,2
1,4,7,1642.2657000043,3
1,6,-21,592.854999992065,1
1,8,7,500.343999996781,2
0,4,14,-109,3
1,8,14,554.527600001544,1
1,4,-14,801.591300009401,2
1,4,21,752.853700000211,2
1,8,-14,701.602300000028,3
1,8,-0,672.10020000895,3
1,8,14,497.693599998835,2
0,6,21,-109,3
1,4,-21,654.822100008838,2
1,4,0,694.49199999182,2
1,4,14,995.531499993755,3
1,8,0,738.634100005962,3
1,8,14,445.541799996514,1
1,6,-0,931.341900006752,3
1,6,14,491.389200000791,1
1,6,0,609.753400011337,3
1,8,-7,554.242399998126,2
0,4,21,-109,3
1,6,-7,899.286200012662,3
1,8,-21,525.627499995986,1
1,6,-21,637.865100009018,3
1,6,14,496.00250000041,1
1,4,7,747.776999993599,2
1,8,-14,596.520100003923,3
0,8,0,-109,3
1,4,-0,349.983799995622,2
1,8,-14,588.933000003104,3
1,6,21,395.111899994314,1
1,4,7,603.006200003088,3
1,8,-7,475.140999999363,3
0,8,-21,-109,2
1,4,-7,481.141399996355,3
1,4,14,564.4271000023,2
1,6,-7,474.652500004973,3
1,6,-14,537.150000000489,2
1,6,-7,452.791300002369,3
1,4,0,536.942000002833,2
1,4,0,348.334000006085,1
1,4,-0,703.883600010537,3
1,6,-0,480.146700003766,3
1,4,-14,640.183499996434,1
1,6,14,551.224400009611,2
1,4,0,679.753900007578,2
0,8,-14,-109,3
0,8,7,-109,3
0,8,-0,-109,3
0,4,-14,-109,3
0,4,14,-109,3
0,6,21,-109,3
0,4,21,-109,3
0,8,0,-109,3
1,8,-21,867.599299989175,2
1,8,-14,548.336999996915,3
1,8,7,355.445500008878,3
1,8,-0,335.921699992847,3
1,4,-14,419.094900000724,3
1,4,14,386.255899993936,3
1,6,21,316.496900003054,3
1,4,21,299.094099999289,3
1,8,0,466.758799997857,3
