Correct Response,Size (deg),Eccentricity (deg),Reaction Time (ms),Target
1,4,0,849.018200006336,1
1,4,-7,732.745600002469,1
1,6,0,369.128200003994,1
1,4,7,961.186800003285,3
1,8,-21,574.458599989535,1
1,8,0,593.843599996413,1
1,8,-14,702.364900000626,3
1,8,-7,674.035100001143,2
1,6,21,592.107300003059,3
1,4,21,680.051899992046,3
1,8,0,607.137499999604,2
1,8,-7,736.976000011433,2
1,8,-0,900.748800002853,3
1,8,-0,510.803800000227,1
1,6,14,663.375800006557,3
1,4,14,653.210100001539,1
1,4,-21,635.943400000921,3
1,8,-21,585.995099998778,3
1,8,21,677.962300000596,2
1,6,7,624.327000009012,3
1,8,-21,584.062299993471,3
1,8,-0,700.773100001621,2
0,4,-14,-109,2
1,6,7,605.276200000313,1
1,6,-14,999.167999991565,2
1,4,-14,744.305899989209,1
1,8,7,716.616200003424,2
1,4,0,633.681299991091,1
1,6,7,635.73880000005,1
1,8,-7,840.961799997254,2
1,4,-21,717.324800000293,1
1,6,7,763.330600002897,2
1,8,-7,525.432199993171,1
1,6,-7,462.447800000897,1
1,4,7,734.520099995658,3
1,4,14,559.598300006124,1
1,4,0,742.739499994437,3
1,8,21,632.48929999501,2
1,8,-0,691.207099993713,1
1,8,-14,532.732899995986,1
1,8,14,614.845600005006,3
1,6,-14,408.713299996103,1
1,6,-0,680.820599995437,3
1,8,21,632.020800007391,1
1,6,-21,548.703300006688,1
1,8,14,585.775299998582,1
1,4,0,440.329699992086,1
1,4,-0,343.693199986243,1
0,4,-0,-109,3
1,6,0,701.861200006912,3
1,6,-21,452.122700004489,1
1,6,-21,687.743200000492,3
1,4,-21,1207.16409998969,2
1,4,14,844.848299992387,1
1,8,0,656.853699995205,3
1,6,-0,1328.81299999682,3
1,4,7,607.332500000135,1
1,4,21,803.485599998035,3
1,4,-7,638.78449999576,2
1,4,7,660.353900002898,2
1,4,-7,642.372800004901,2
1,6,-21,566.141900006565,3
1,6,-14,614.595000003115,1
1,6,-14,847.026400002884,2
1,4,-7,471.066099995747,2
1,8,14,792.299199991627,3
1,6,14,533.256799997995,1
1,6,-21,689.648900003172,3
1,4,14,680.222999999765,2
1,8,0,491.291800001287,1
1,4,-0,475.280700000818,1
1,6,-14,469.265000003739,1
1,4,21,641.605699999142,2
1,6,0,507.46479999763,2
1,4,-7,509.286099997931,2
1,6,-7,611.851000005496,2
1,8,7,554.592099997913,2
1,8,0,799.24080001039,3
1,6,21,703.31329998991,2
1,6,-0,400.376000001794,1
1,8,-21,945.118999993079,3
1,8,-14,705.983000003849,1
1,6,-0,565.222799993004,1
1,6,14,871.54589999083,2
1,4,-0,535.092100003036,3
1,6,0,606.832300003967,2
1,4,21,562.610899997177,2
1,8,7,726.950699998648,3
1,8,-14,388.221300000092,1
1,8,-14,798.897099998081,3
1,6,-7,448.464899990009,1
1,8,-7,759.009400001029,3
1,4,-0,606.972000005422,2
1,4,-14,602.614999992889,1
1,4,-14,912.679900004528,2
1,6,7,488.710699992604,2
1,4,0,533.856199992821,1
1,8,14,713.295299993129,3
1,6,-7,560.289199999184,3
1,8,7,670.351199991652,3
1,4,-14,630.499799994519,1
1,8,21,969.231500010588,2
1,6,21,710.990599993616,3
1,4,-21,1020.63209999725,3
1,6,14,516.24230001145,1
1,8,7,455.856600001804,1
1,4,7,473.783300007577,1
1,8,-0,591.797999990755,3
0,6,21,-109,2
1,6,-7,941.475500000175,3
1,4,21,1010.65410000994,2
1,4,-21,584.303299995023,1
1,6,-0,781.643000006094,3
1,6,0,622.794299994363,1
0,6,21,-109,2
1,8,21,637.62229999376,2
1,8,14,665.352799999178,3
0,4,14,-109,2
1,8,-21,801.912599996664,3
1,6,14,504.466099996003,1
1,4,-14,1161.51860000938,2
1,4,-0,704.283299998147,3
1,6,21,1064.05540000962,2
1,6,21,746.083599992213,2
1,4,14,718.252200004295,2
