Correct Response,Size (deg),Eccentricity (deg),Reaction Time (ms),Target
1,4,-0,516.622899999144,2
1,4,-21,620.124400000728,1
1,6,7,554.850699998875,1
1,4,-14,551.177800000383,3
1,8,7,479.621099999727,3
1,6,0,553.468500002433,1
1,6,21,756.369000002829,3
1,4,-14,599.737400000246,2
1,4,0,440.064700000599,1
1,4,-21,516.402900001063,3
1,8,14,529.084400001389,1
1,8,-14,346.724399998871,1
0,8,21,-109,2
1,8,21,469.225399996882,1
1,4,-21,390.907999997959,1
0,8,7,-109,2
1,4,-7,499.275800001138,3
1,6,-7,567.95790000289,3
1,6,-7,476.771599999134,1
1,8,-7,400.153000002698,1
1,4,-0,331.125299999636,1
1,6,-21,634.726400000014,2
1,8,-21,469.424399998767,1
1,8,-0,422.689700001152,1
1,6,21,406.206300002319,1
1,8,-7,578.603099999251,3
1,6,-0,433.379799997434,1
1,8,-7,311.536400000856,1
1,4,-14,312.161099999154,1
0,4,21,-109,3
0,4,-7,-109,3
1,4,7,803.575300000753,3
1,8,0,356.116299998044,3
1,8,-7,473.373299999745,2
1,4,-7,446.106700001488,3
1,8,-0,394.56230000034,2
1,4,21,494.094300000521,2
1,4,7,415.03879999838,2
1,6,-14,426.716099999263,2
1,8,21,456.875300002517,3
1,4,0,506.693299998384,1
1,6,14,550.351599999354,3
1,4,21,483.985100000078,2
1,6,21,442.318899997568,3
1,6,-21,451.404500000004,3
1,6,-7,502.841099998855,3
0,8,-7,-109,2
1,6,-0,357.650200000004,2
1,6,-14,462.745299999748,2
1,6,-21,434.05249999743,2
1,6,0,348.349300002534,2
1,8,7,356.083500002947,2
1,8,0,392.418199997715,1
1,8,-14,306.669400001207,1
1,4,14,332.043899998476,1
0,8,-0,-109,3
1,8,14,496.376399998931,1
1,4,0,319.869200000918,1
1,4,-0,505.539000001969,3
1,8,-14,450.321100001398,2
1,6,-7,359.058999998902,1
1,8,7,385.740800000727,3
0,6,0,-109,1
1,4,0,373.307700000092,1
1,6,-0,463.076100001141,2
1,4,-7,365.928200001159,1
1,6,7,373.221700000082,1
1,8,7,455.162899998337,3
1,4,-0,396.429900000308,1
0,6,0,-109,3
1,8,-21,504.395799999125,3
1,6,21,422.600900001649,1
1,8,-0,321.624000000535,1
1,4,-7,483.667600001732,1
1,8,21,472.556400000409,3
1,4,-0,360.721500001469,1
0,4,-21,-109,2
1,8,14,525.663900000305,2
1,8,-21,468.74309999877,2
1,6,21,387.102999997674,2
1,4,21,433.806000001292,3
1,6,14,457.156100001535,1
1,6,14,447.189999999333,3
1,8,-0,397.179500000144,1
1,6,14,312.545199998945,1
1,4,0,275.403600000951,1
1,6,-7,205.614400002029,1
1,4,21,471.268300000171,3
1,8,14,519.894800000126,2
1,4,-14,470.776900001889,3
0,4,14,-109,2
1,6,7,339.549400000047,1
1,4,-21,453.841099999787,1
1,6,7,471.965900000592,3
1,6,0,463.267999999895,1
1,4,14,437.437399996648,1
0,4,7,-109,3
1,4,14,518.665399999387,2
1,8,0,403.593100000231,3
1,6,-0,530.551199998095,2
1,6,7,460.921800000884,2
1,6,-14,512.713299999101,1
0,8,21,-109,2
1,6,-0,505.590899996983,1
0,4,14,-109,2
1,6,-21,469.547600001912,2
1,6,-21,348.227399998374,2
1,4,-14,410.132099998387,3
0,8,0,-109,1
1,6,14,386.685399997456,1
1,4,7,378.070200000744,1
0,8,-21,-109,2
1,4,7,417.767499999551,1
1,8,-21,341.648199999705,1
1,8,-14,567.438200000121,3
1,6,-14,411.760999999766,2
1,8,-14,313.314700001152,1
1,8,0,440.179199999344,1
0,6,-14,-109,2
1,8,14,481.991700002633,2
0,8,21,-109,2
1,8,7,418.741100002459,2
1,4,21,526.66179999907,3
0,4,-7,-109,3
1,8,-7,469.473699999449,2
1,8,-0,407.717300000892,3
1,6,0,428.863500001549,1
1,6,0,480.142199998605,3
0,4,-21,-109,2
1,4,14,435.309200002317,2
0,4,7,-109,3
1,8,21,603.423199998739,2
1,4,14,424.049199999368,2
1,8,0,428.965100000292,1
1,8,-21,564.734899999545,2
1,6,-14,450.830799997144,2
1,8,21,506.196800001286,2
1,4,-7,421.63480000128,3
0,4,-21,-109,2
1,4,7,523.69020000007,3
0,4,-21,-109,2
1,4,-21,294.221599997778,2
