CorrectResponse,Size_deg_,Eccentricity_deg_,ReactionTime_ms_,Target,CPUUptime,UTCTime
420.69,8,0,10000,1,507542359,1677105645.38099
420.69,8,0,10000,2,507555031,1677105658.04199
420.69,8,0,10000,3,507567515,1677105670.52399
1,8,0,430.726899995003,1,507631515,1677105734.53324
1,8,30,518.184999990277,2,507640171,1677105743.18949
1,8,15,450.520700015128,2,507654046,1677105757.05961
1,8,-15,401.710199945606,3,507658031,1677105761.04461
1,8,-30,567.642300037201,1,507667312,1677105770.32631
1,8,-15,444.766599972732,1,507675218,1677105778.23201
1,8,15,454.621099980082,2,507684625,1677105787.64301
1,8,30,404.433099957183,2,507698437,1677105801.45789
1,8,-30,422.384100031573,1,507715546,1677105818.5657
1,8,15,464.872599983588,3,507732703,1677105835.7247
1,8,0,383.01579997316,3,507736656,1677105839.6647
1,8,-30,413.805699962191,3,507745656,1677105848.66461
1,8,0,479.164599961601,3,507750156,1677105853.16761
420.69,8,0,5000,4,507797015,1677105900.0346
420.69,8,0,5000,5,507805281,1677105908.3006
420.69,8,0,5000,6,507817546,1677105920.5676
1,8,15,428.558600015473,5,507878453,1677105981.46245
1,8,-15,453.758299987763,5,507883046,1677105986.06145
1,8,0,389.300099978223,4,507899812,1677106002.82768
1,8,-15,500.996999963187,6,507912703,1677106015.72017
1,8,30,529.669499952812,5,507925093,1677106028.1147
1,8,30,429.283500005491,6,507964515,1677106067.52553
1,8,-30,405.354200044181,4,507973468,1677106076.47775
