CorrectResponse,Size_deg_,Eccentricity_deg_,ReactionTime_ms_,Target,CPUUptime,UTCTime
420.69,8,0,10000,1,506712250,1677104815.2675
420.69,8,0,10000,2,506728156,1677104831.17654
420.69,8,0,10000,3,506740796,1677104843.80954
1,8,30,671.342100013513,3,506816843,1677104919.86574
1,8,30,581.558600006625,2,506829484,1677104932.49775
1,8,0,421.085700040217,1,506838437,1677104941.45377
1,8,15,560.425199972466,3,506848125,1677104951.1392
1,8,-15,472.27650001552,2,506881312,1677104984.32177
1,8,15,431.338699996937,3,506903000,1677105006.01329
1,8,30,428.928700039629,3,506916187,1677105019.20729
1,8,15,410.155999994837,1,506932921,1677105035.94186
420.69,8,0,5000,4,506974812,1677105077.82027
420.69,8,0,5000,5,506985265,1677105088.28627
420.69,8,0,5000,6,506992234,1677105095.25327
1,8,-30,488.062600019854,5,507061718,1677105164.73622
1,8,30,405.955400023609,6,507069500,1677105172.51419
1,8,-30,435.915799982846,4,507087015,1677105190.03519
1,8,0,487.106799959671,5,507091203,1677105194.21919
1,8,0,283.461500014178,6,507107375,1677105210.39452
1,8,15,562.34050000459,4,507111015,1677105214.02352
1,8,0,469.364299959503,5,507120171,1677105223.18052
1,8,-15,578.505600042641,5,507124265,1677105227.2772
1,8,-15,435.3430999876,6,507133000,1677105236.0132
1,8,-30,405.938200009055,4,507141921,1677105244.9312
1,8,-15,535.866499991622,6,507146250,1677105249.2642
1,8,-30,456.682799962815,4,507166812,1677105269.82259
