CorrectResponse,Size_deg_,Eccentricity_deg_,ReactionTime_ms_,Target,CPUUptime,UTCTime
420.69,8,0,10000,1,79326687,1677186255.74107
420.69,8,0,10000,2,79342593,1677186271.64399
420.69,8,0,10000,3,79355343,1677186284.40392
1,8,-15,525.468799995375,1,79428609,1677186357.66825
1,8,0,500.87450000539,2,79433093,1677186362.14835
1,8,30,514.580400002538,3,79450812,1677186379.87045
1,8,-30,603.760399997933,3,79458812,1677186387.8686
1,8,-30,461.798100001412,1,79463578,1677186392.63544
1,8,15,618.574999997159,3,79485484,1677186414.5344
1,8,-15,534.439899999066,3,79503312,1677186432.37015
1,8,15,549.357800013619,3,79515515,1677186444.58016
1,8,15,488.984499996528,1,79519921,1677186448.97665
1,8,-15,497.554099998903,1,79524359,1677186453.41569
1,8,15,444.930100009893,1,79541421,1677186470.47529
420.69,8,0,5000,4,79592296,1677186521.36149
420.69,8,0,5000,5,79600671,1677186529.72739
420.69,8,0,5000,6,79610875,1677186539.92704
1,8,-15,597.833200005349,4,79668250,1677186597.30524
1,8,-30,793.697599987732,5,79691156,1677186620.21464
1,8,0,513.060699999565,4,79725390,1677186654.4404
1,8,30,509.254000000888,4,79733781,1677186662.84212
1,8,30,842.813300009235,6,79737828,1677186666.87918
1,8,0,577.347700000624,5,79742875,1677186671.93541
1,8,0,484.766999998479,4,79746718,1677186675.77113
1,8,30,570.497700009961,5,79755250,1677186684.31
1,8,-30,506.298799995799,6,79763093,1677186692.15051
