CorrectResponse,Size_deg_,Eccentricity_deg_,ReactionTime_ms_,Target,CPUUptime,UTCTime
420.69,8,0,10000,1,76927968,1677184166.2772
420.69,8,0,10000,2,76941531,1677184179.8462
420.69,8,0,10000,3,76954343,1677184192.6462
1,8,-30,530.125100002275,1,77021171,1677184259.47545
1,8,0,492.83089999191,1,77025296,1677184263.60845
1,8,15,510.443199990201,1,77043093,1677184281.39883
1,8,15,539.420199999237,1,77065437,1677184303.74783
1,8,30,521.166800008737,1,77069906,1677184308.22183
1,8,30,533.005399990012,3,77092203,1677184330.50909
1,8,-15,579.932500008377,2,77128968,1677184367.28509
1,8,0,450.131599991815,1,77132937,1677184371.24009
1,8,0,500.803600003943,2,77137046,1677184375.35309
420.69,8,0,5000,4,77186484,1677184424.79797
420.69,8,0,5000,5,77194328,1677184432.63197
420.69,8,0,5000,6,77202125,1677184440.43097
1,8,-15,460.508699991275,4,77271031,1677184509.33696
1,8,30,649.47960000101,6,77274859,1677184513.16996
1,8,-30,551.218899996835,5,77292265,1677184530.57696
1,8,-30,513.104999987641,4,77296453,1677184534.75796
1,8,-15,498.206199987559,5,77300796,1677184539.10896
1,8,15,477.328699995647,5,77309296,1677184547.60996
0,8,0,525.105900011491,5,77313703,1677184552.01696
1,8,-30,593.515999990283,6,77332125,1677184570.43396
1,8,30,569.878799997619,5,77344718,1677184583.03596
1,8,15,647.197300011991,6,77349625,1677184587.93396
1,8,-15,598.379100000253,5,77372500,1677184610.80396
1,8,0,497.010000003153,4,77393812,1677184632.12344
