CorrectResponse,Size_deg_,Eccentricity_deg_,ReactionTime_ms_,Target,CPUUptime,UTCTime
420.69,8,0,10000,1,86596578,1677193834.89367
420.69,8,0,10000,2,86615609,1677193853.92067
420.69,8,0,10000,3,86629140,1677193867.45467
1,8,15,550.487700002501,2,86699281,1677193937.59481
1,8,0,515.581299998681,2,86713000,1677193951.31706
1,8,-30,512.053499999107,3,86734156,1677193972.4592
1,8,0,438.684699995443,1,86747500,1677193985.81619
1,8,30,492.850200007902,1,86770031,1677194008.34825
1,8,-15,481.85629999754,2,86773906,1677194012.21525
1,8,-30,534.391799996607,2,86777812,1677194016.11524
1,8,-30,634.805999998585,3,86812500,1677194050.80552
1,8,-15,452.508400001912,1,86820687,1677194059.00337
1,8,-15,547.189699991955,2,86828875,1677194067.18837
420.69,8,0,5000,4,86879703,1677194118.00648
420.69,8,0,5000,5,86887531,1677194125.83948
420.69,8,0,5000,6,86896078,1677194134.38148
1,8,15,515.918199988315,4,86960875,1677194199.1791
1,8,15,519.109100012807,6,86969234,1677194207.5441
1,8,30,461.06199999887,4,86982218,1677194220.5251
1,8,30,556.604499998153,6,86991031,1677194229.33326
1,8,0,661.709899996291,6,86998828,1677194237.14026
1,8,-15,503.314700003481,6,87007718,1677194246.02226
1,8,30,556.014300000621,6,87039921,1677194278.23239
1,8,-30,555.824099992984,4,87053171,1677194291.48739
1,8,0,480.821100002155,6,87057406,1677194295.71439
1,8,15,563.258899998269,5,87088015,1677194326.32329
