Var1,Size (deg),Eccentricity (deg),Var3,Var4,Var5,Var6
420.69,-1,-1,10000,-1,695358734,1674686346.37753
420.69,8, 0,10000,1,695396312,1674686383.96331
420.69,8, 0,10000,2,695413718,1674686401.37032
420.69,8, 0,10000,3,695431093,1674686418.73703
1,4, 0,632.010800004005,2,695496859,1674686484.50144
1,6, 16,585.392899982631,2,695501656,1674686489.30816
0,4, 24,653.098499923013,1,695506109,1674686493.75208
1,6, 16,752.01500003133,1,695510593,1674686498.24507
1,6, 24,924.619499998167,3,695514781,1674686502.43273
1,6, -24,636.076999999583,1,695519640,1674686507.28476
1,4, 24,760.175300002098,2,695523656,1674686511.31015
1,8, 8,687.835000044666,3,695527953,1674686515.60553
1,6, 0,871.114400037564,3,695532578,1674686520.22241
1,4, -8,649.009599987417,1,695537390,1674686525.03726
1,4, -16,704.886199961416,2,695541453,1674686529.10103
1,4, -8,705.001900027506,2,695546156,1674686533.80489
1,6, 16,700.388599940576,2,695550578,1674686538.23194
1,6, -8,652.864400003105,3,695554812,1674686542.46519
1,8, -24,690.958400079049,2,695559609,1674686547.25769
1,6, 0,686.213700039312,1,695564125,1674686551.76962
1,8, -8,590.480500072241,2,695569031,1674686556.68061
1,8, 24,594.906900016591,2,695573156,1674686560.80481
1,8, 0,576.285299899988,1,695578140,1674686565.78905
1,4, 0,586.494200102985,3,695582250,1674686569.89786
1,8, 0,667.625799946487,3,695586781,1674686574.43318
1,6, -16,679.055100012571,2,695591468,1674686579.11835
1,8, 24,901.782599914819,3,695596375,1674686584.03088
1,4, 8,612.194199984893,2,695601312,1674686588.96841
1,6, -16,468.424799907021,1,695606109,1674686593.76029
1,8, 8,650.802900021896,2,695610812,1674686598.46794
1,6, 8,666.200499920174,1,695615875,1674686603.51842
1,8, 0,565.927499960177,2,695620906,1674686608.55168
1,4, 16,597.191200064495,2,695625609,1674686613.25638
1,4, 16,634.818400078453,3,695629734,1674686617.3794
0,6, -24,461.848100003786,3,695634515,1674686622.16019
1,8, -16,783.718599992804,3,695638671,1674686626.32607
1,6, -8,663.318399976939,2,695643562,1674686631.21478
1,6, 8,692.691500004381,2,695647671,1674686635.32744
1,6, -24,907.997399972752,3,695652484,1674686640.13074
1,8, -16,542.196799939498,1,695657046,1674686644.69554
1,6, 0,470.31069994811,2,695661218,1674686648.86284
1,8, -8,699.040499920025,1,695665312,1674686652.96994
1,4, -8,749.263300033286,3,695669765,1674686657.40871
1,8, -24,667.320500066504,2,695674859,1674686662.5061
1,8, 24,658.269799951464,3,695679750,1674686667.3955
1,8, -24,645.673499963246,2,695684031,1674686671.68795
420.69,-1,-1,10000,-1,695725375,1674686713.01967
420.69,8, 0,5000,4,695745437,1674686733.09171
420.69,8, 0,5000,5,695754968,1674686742.61742
420.69,8, 0,5000,6,695763687,1674686751.33413
1,4, 24,734.571900040843,4,695823406,1674686811.05969
1,8, -16,554.57470001094,4,695828218,1674686815.87526
1,6, 16,580.714499982074,6,695832656,1674686820.30229
1,8, 16,631.042400080711,4,695836812,1674686824.46552
0,6, -24,553.848999956623,4,695841265,1674686828.91836
1,8, 16,551.924699972384,5,695845609,1674686833.25642
1,6, -8,476.857199970633,4,695849859,1674686837.50782
1,6, -16,717.896899961866,5,695853625,1674686841.26703
1,6, 8,544.417900088243,4,695858140,1674686845.79275
1,8, 8,653.830500025302,5,695862984,1674686850.63406
1,6, 24,684.143299990334,6,695866937,1674686854.58013
1,6, -24,809.833200004883,5,695871203,1674686858.84697
1,6, -16,791.796000030823,6,695875500,1674686863.14196
1,8, -16,617.826299913228,5,695880562,1674686868.21492
1,4, 16,785.64890002273,4,695884859,1674686872.51077
1,6, 24,636.204100036062,5,695888921,1674686876.57233
1,8, -24,639.987899976783,4,695893125,1674686880.77674
1,8, 16,596.621999921277,5,695897859,1674686885.5074
1,4, -24,647.962100043893,5,695901843,1674686889.48811
1,4, 24,667.456499937922,6,695906578,1674686894.22129
1,4, -24,701.653599910438,6,695911046,1674686898.69131
0,8, 16,499.310000039637,5,695915734,1674686903.38147
1,4, 8,642.84560008347,4,695919703,1674686907.34943
1,4, -8,849.011399954557,5,695923625,1674686911.2763
1,4, 8,635.857299956493,5,695928796,1674686916.44916
1,4, -24,655.629600103945,4,695932968,1674686920.62476
1,6, -8,582.269899951294,4,695937453,1674686925.10573
1,8, -8,588.490800055675,5,695941687,1674686929.33638
1,6, 8,559.074000044726,4,695945796,1674686933.44872
1,4, -16,639.964700032957,5,695950328,1674686937.98154
1,4, -16,579.029500073753,6,695954312,1674686941.95459
0,4, -16,491.860700011253,6,695959109,1674686946.75215
1,4, 24,780.629399986006,4,695962906,1674686950.55268
1,6, 0,587.588300052099,4,695967031,1674686954.68174
1,4, -16,683.304000002332,6,695971234,1674686958.89066
1,8, 16,769.590999986045,5,695975343,1674686962.99476
1,4, 0,703.433600076474,6,695979546,1674686967.19805
1,4, 0,431.546300006099,4,695984609,1674686972.26135
1,8, 0,609.51090004202,6,695988968,1674686976.62233
1,4, 8,520.994000075385,5,695993250,1674686980.89209
1,8, 8,585.440799998119,5,695997109,1674686984.75595
1,6, 24,637.535799931735,4,696001859,1674686989.50268
1,8, 24,567.622600061819,6,696006609,1674686994.26155
