Var1,Size (deg),Eccentricity (deg),Var3,Var4,Var5,Var6
420.69,-1,-1,10000,-1,93995703,1674594277.41102
420.69,8, 0,10000,1,94024109,1674594305.8115
420.69,8, 0,10000,2,94040546,1674594322.2465
420.69,8, 0,10000,3,94055187,1674594336.8865
0,4, 24,-109,3,94121593,1674594403.2911
1,8, 0,648.193800003733,3,94126140,1674594407.84071
0,6, 24,727.939100001473,1,94130796,1674594412.496
1,6, 8,618.986599988071,2,94135531,1674594417.22975
1,6, -8,654.629299995955,2,94139750,1674594421.45875
1,8, 24,641.296299986076,1,94144812,1674594426.51975
0,8, -16,708.393300007097,3,94149859,1674594431.55475
1,4, 24,720.617700001108,1,94154156,1674594435.86375
1,6, -24,661.57340000465,1,94159109,1674594440.81784
1,6, -8,582.147999998066,2,94163531,1674594445.22749
0,6, -8,705.829000009922,1,94168640,1674594450.34183
1,4, 8,587.30650000181,2,94173234,1674594454.93183
1,6, 0,663.611599997617,1,94177671,1674594459.37577
0,6, 24,650.923500008881,1,94182640,1674594464.34568
1,8, 0,595.157200001646,1,94187531,1674594469.23572
1,8, -8,847.988699996145,3,94192640,1674594474.34272
0,4, 8,891.036700002966,1,94198078,1674594479.78627
1,4, 24,878.294200007454,2,94202765,1674594484.46427
1,4, 16,649.76879999123,2,94207640,1674594489.34227
1,8, -16,778.175199997728,3,94212578,1674594494.28327
0,4, -24,593.597900002729,1,94217953,1674594499.66092
1,4, 0,743.48820000561,1,94222390,1674594504.09492
1,6, 24,658.255500002648,2,94227406,1674594509.10692
1,4, 16,715.928500005626,3,94232484,1674594514.18492
1,4, 24,535.383300008485,1,94237265,1674594518.96692
1,6, -24,768.345000000787,3,94241609,1674594523.30892
1,8, 0,729.953200000105,1,94246890,1674594528.59479
1,4, -16,713.530000004917,2,94252250,1674594533.95479
1,4, -24,596.866299991612,1,94257093,1674594538.79335
1,6, 24,685.816900001024,1,94261906,1674594543.61445
1,6, 0,703.668400001712,3,94267171,1674594548.86845
1,6, 16,907.115200007334,3,94271531,1674594553.23197
1,4, -24,980.048699999694,3,94276593,1674594558.28897
1,8, 8,610.410999998217,2,94281937,1674594563.64197
1,6, -8,599.333599992329,1,94287218,1674594568.92397
1,8, 16,587.214700001292,3,94291890,1674594573.59997
0,4, 16,-109,1,94296140,1674594577.84405
1,8, -16,705.464800001588,3,94301578,1674594583.2821
0,8, 8,665.104900003294,1,94306203,1674594587.90609
1,6, 16,792.041999997688,3,94311203,1674594592.90709
0,4, 0,841.040700001409,1,94316406,1674594598.11413
1,6, 8,616.86130000127,2,94321453,1674594603.15211
1,8, -8,667.659100010875,1,94326687,1674594608.38209
1,4, 8,565.61970000295,3,94331156,1674594612.85109
0,4, -24,834.295199991553,1,94335421,1674594617.11909
0,8, -24,702.935399993672,1,94340406,1674594622.11533
0,4, 8,1165.09150000312,3,94345015,1674594626.71622
1,6, 8,623.61609999463,2,94350375,1674594632.07422
1,8, -24,741.207399998908,2,94355296,1674594637.00522
1,8, 24,592.800800001365,2,94360453,1674594642.16022
1,4, -16,646.145399991306,3,94365265,1674594646.97122
1,4, -8,724.512299999711,3,94369531,1674594651.22921
0,4, -24,812.488399995724,3,94374171,1674594655.86822
1,8, -8,719.188400002546,1,94379375,1674594661.0733
420.69,-1,-1,10000,-1,94421687,1674594703.39531
420.69,8, 0,5000,4,94441843,1674594723.54871
420.69,8, 0,5000,5,94450968,1674594732.67671
420.69,8, 0,5000,6,94460140,1674594741.83971
0,8, 16,644.588199993828,6,94519515,1674594801.21441
1,4, 0,720.742000001715,6,94524109,1674594805.81001
0,8, 8,679.810699988971,4,94529156,1674594810.85221
1,6, 24,657.125399997691,5,94533671,1674594815.37821
0,4, -8,629.315299997339,4,94538062,1674594819.75908
1,6, -16,626.9878999996,5,94542734,1674594824.43877
1,8, -24,655.366200004588,6,94547671,1674594829.37018
1,8, 16,854.263500001631,4,94551921,1674594833.62818
0,8, -8,617.834300003247,4,94556906,1674594838.60718
1,4, 0,897.865899995319,6,94561562,1674594843.26528
1,4, -24,685.013599996106,6,94566671,1674594848.3795
1,6, 16,764.314600001322,6,94571671,1674594853.3815
0,4, 24,703.765499998932,4,94576453,1674594858.16224
1,8, -8,598.842599993455,5,94581359,1674594863.05824
1,8, -16,669.088499995647,6,94586062,1674594867.76414
0,8, -24,619.652100006002,5,94591062,1674594872.75714
1,6, -16,651.354300000472,5,94596125,1674594877.82169
1,8, 8,575.017300009145,5,94600890,1674594882.59268
1,8, -16,456.957600003458,5,94605171,1674594886.87068
1,8, 24,503.068399990676,5,94609828,1674594891.53562
1,4, -16,735.845899991924,6,94614750,1674594896.45662
1,6, -24,973.155600000988,5,94619296,1674594901.00162
1,4, -24,825.36980000115,4,94623984,1674594905.68734
1,6, 16,686.339000003878,5,94629125,1674594910.82534
1,8, 0,918.861499998835,6,94633734,1674594915.43234
0,4, 16,737.63269999146,4,94638656,1674594920.36534
