Var1,Size (deg),Eccentricity (deg),Var3,Var4,Var5,Var6
420.69,-1,-1,10000,-1,96191484,1674596473.18925
420.69,8, 0,10000,1,96216015,1674596497.71494
420.69,8, 0,10000,2,96233937,1674596515.63694
420.69,8, 0,10000,3,96249562,1674596531.26313
0,6, 16,-109,1,96316625,1674596598.33017
0,6, -24,-109,3,96321765,1674596603.47255
1,8, -8,745.032399991411,2,96326718,1674596608.42619
0,8, -16,888.195599993574,3,96331078,1674596612.78588
1,4, -16,1135.90259999584,2,96336359,1674596618.06575
0,6, -24,-109,3,96341953,1674596623.65542
0,8, 16,-109,3,96346671,1674596628.38042
0,6, -24,-109,2,96351593,1674596633.29669
1,8, 0,878.662899991847,3,96356968,1674596638.66669
1,4, -8,1154.00569999148,3,96362140,1674596643.84669
0,6, -24,-109,2,96367062,1674596648.76069
1,4, -8,855.159000010113,3,96372593,1674596654.29069
1,4, 16,789.977499993634,2,96377156,1674596658.85969
1,8, 16,725.555800000089,1,96381640,1674596663.34669
1,8, 24,986.238800000516,2,96386296,1674596667.99639
1,8, -16,860.880699994974,1,96391546,1674596673.24492
0,6, 8,536.161099993857,3,96396937,1674596678.63212
1,4, -24,1009.36069999845,1,96401140,1674596682.84792
1,4, -24,1128.64340000344,3,96406531,1674596688.22892
1,8, 24,770.178000002867,1,96411531,1674596693.23696
1,4, 24,824.290799992392,3,96416921,1674596698.62992
0,6, 16,967.67219999712,3,96421984,1674596703.67892
1,4, 16,761.659699998214,1,96427343,1674596709.04592
0,8, -24,784.10889999615,3,96432328,1674596714.02943
0,6, -16,660.263299996965,3,96436625,1674596718.3224
0,4, -16,930.481999992859,3,96440718,1674596722.42591
1,4, 24,909.761499988614,1,96445375,1674596727.07288
0,6, 0,626.51439998846,1,96450484,1674596732.18748
1,4, -16,663.021800003131,1,96455156,1674596736.86148
1,6, -24,837.395799997845,2,96459921,1674596741.63148
1,4, 16,1067.34840001119,1,96464875,1674596746.57054
1,6, 8,801.403400004725,3,96470093,1674596751.78848
1,8, -16,737.735700004501,2,96474906,1674596756.60348
1,6, -16,770.383899999084,2,96480062,1674596761.76148
0,6, 24,1128.81940000481,1,96484843,1674596766.54748
1,8, -16,921.57479999552,1,96489671,1674596771.37852
1,4, -16,857.77160001127,2,96495218,1674596776.92452
0,8, -24,944.664200007915,1,96500046,1674596781.75652
0,6, -8,731.689300006488,3,96504500,1674596786.19999
0,4, -8,703.941600001068,3,96509328,1674596791.03554
1,8, 8,533.988999999943,2,96513640,1674596795.34254
1,4, 0,913.323500001221,3,96518187,1674596799.89054
0,4, -16,-109,3,96522921,1674596804.62221
1,8, -24,899.76490000519,1,96528656,1674596810.35262
0,6, 0,550.048599991365,1,96534171,1674596815.86962
1,6, 24,831.480099990964,2,96538265,1674596819.97223
0,8, -24,625.573599998839,3,96542812,1674596824.52223
1,4, 8,601.318299999926,2,96547687,1674596829.38723
1,4, 24,1197.60630000057,2,96552687,1674596834.39723
1,8, 8,700.650900002453,2,96557937,1674596839.64623
