CorrectResponse,Size_deg_,Eccentricity_deg_,ReactionTime_ms_,Target,CPUUptime,UTCTime
1,4,0,369.243999648839,1,-1181393062,1677104529.84598
1,4,-30,393.156199887395,1,-1181364250,1677104558.65652
1,4,0,374.64819958806,2,-1181355140,1677104567.76308
1,4,-15,463.867499664426,2,-1181338859,1677104584.03456
1,4,15,421.738299712539,3,-1181334312,1677104588.58147
1,4,30,912.893600001931,3,-1181308375,1677104614.52932
1,4,15,438.071899753064,3,-1181303406,1677104619.49219
1,4,30,508.925900034606,2,-1181286453,1677104636.44409
1,4,15,472.364700105041,2,-1181282281,1677104640.61776
1,4,0,420.486499726772,1,-1181274343,1677104648.55797
1,4,-30,400.435700252652,4,-1181151109,1677104771.79342
1,4,0,519.249600064009,5,-1181114609,1677104808.29865
1,4,30,579.922700006515,5,-1181110437,1677104812.46225
1,4,-30,559.769299983978,5,-1181106703,1677104816.1948
1,4,30,515.988500028849,6,-1181098406,1677104824.49366
1,4,-15,452.494399793446,6,-1181094234,1677104828.66114
1,4,-15,517.639200374484,5,-1181078187,1677104844.71569
1,4,-30,453.163299880922,6,-1181070437,1677104852.46007
1,4,15,460.142099935561,5,-1181057468,1677104865.43804
1,4,-15,453.085300218314,5,-1181045640,1677104877.26112
