CorrectResponse,Size_deg_,Eccentricity_deg_,ReactionTime_ms_,Target,CPUUptime,UTCTime
1,2,-15,409.465400004061,2,167864265,1677274790.51155
0,4,-15,472.709900026908,3,167880125,1677274806.36875
1,8,-15,431.306300012162,2,167901750,1677274828.00227
1,4,-15,491.876500015147,3,167905421,1677274831.67552
0,4,-15,455.612800022587,3,167922203,1677274848.45316
1,8,-15,346.925100017339,3,167934437,1677274860.68411
1,8,-15,465.284700007411,1,167971937,1677274898.17592
1,2,-15,465.329099996248,3,167979562,1677274905.80813
1,8,-15,431.2678999817,6,168124484,1677275050.73756
1,4,-15,489.781199980294,4,168137031,1677275063.27071
1,4,-15,440.690899992129,5,168153421,1677275079.672
1,2,-15,428.721000000602,5,168157546,1677275083.78651
1,2,-15,519.326700010803,5,168189859,1677275116.10601
1,4,-15,415.378899979638,5,168211265,1677275137.50592
