CorrectResponse,Size_deg_,Eccentricity_deg_,ReactionTime_ms_,Target,CPUUptime,UTCTime
1,2,-15,773.000500001595,1,79977968,1677187216.27232
1,4,-15,556.245299998787,1,79987984,1677187226.28956
1,4,-15,659.440899992129,2,80002078,1677187240.3897
1,8,-15,680.057299989508,3,80025187,1677187263.49276
0,2,-15,-109,3,80048109,1677187286.42085
1,8,-15,567.020099999732,1,80057328,1677187295.63685
0,4,-15,869.246799990302,2,80100812,1677187339.12024
1,8,-15,764.249800002668,2,80110000,1677187348.30209
1,8,-15,604.752399999066,6,80244687,1677187482.99909
1,4,-15,732.960499994457,6,80253921,1677187492.23184
1,2,-15,943.214800001821,5,80281750,1677187520.06279
1,4,-15,744.156099998159,6,80329078,1677187567.38114
1,2,-15,1019.33040000987,6,80361109,1677187599.42326
1,2,-15,573.047499998589,6,80380843,1677187619.14726
