CorrectResponse,Size_deg_,Eccentricity_deg_,ReactionTime_ms_,Target,CPUUptime,UTCTime
1,8,-15,525.468799995375,1,79428609,1677186357.66825
1,2,-15,547.119899998885,1,79437046,1677186366.10253
1,2,-15,976.104500001762,2,79446281,1677186375.33714
1,4,-15,592.294500002405,3,79454484,1677186383.53682
1,8,-15,534.439899999066,3,79503312,1677186432.37015
1,8,-15,497.554099998903,1,79524359,1677186453.41569
1,4,-15,501.005700000329,2,79546015,1677186475.07581
1,8,-15,597.833200005349,4,79668250,1677186597.30524
1,4,-15,1077.93619999976,6,79677421,1677186606.47249
1,4,-15,516.961099998676,4,79695296,1677186624.34801
1,2,-15,505.735499999369,6,79784328,1677186713.38885
1,2,-15,560.500799995149,4,79797484,1677186726.544
